Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q205000,0.03,988.29,0.00,28.86,44.08,1.27,1.00,9.79,339.24,1.89,0.00,144782.00
q206000,0.02,995.13,0.00,27.59,44.48,1.23,1.00,9.88,358.24,1.90,0.00,145460.00
q207000,0.03,1005.72,0.00,27.79,45.66,1.27,1.00,9.98,359.16,1.91,0.00,146162.00
q208000,0.02,1015.59,0.00,27.82,44.58,1.24,1.00,10.07,362.02,1.91,0.00,146865.00
q209000,0.06,1029.87,0.00,28.05,44.31,1.24,1.00,10.17,362.60,1.92,0.00,147589.00
q210000,0.02,1036.00,0.00,28.36,45.54,1.29,1.00,10.27,362.28,1.93,0.00,148323.00
q211000,0.02,1047.23,0.00,28.89,44.63,1.29,1.00,10.37,358.78,1.94,0.00,149045.00
q212000,0.02,1059.30,0.00,29.12,43.00,1.25,1.00,10.47,359.44,1.95,0.00,149735.00
q213000,0.05,1068.51,0.00,29.38,42.01,1.23,1.00,10.57,359.74,1.96,0.00,150406.00
q214000,0.02,1079.57,0.00,31.50,42.51,1.34,1.00,10.66,338.50,1.97,0.00,151116.00
q215000,0.05,1094.61,0.00,31.84,42.13,1.34,1.00,10.77,338.15,1.98,0.00,151794.00
q216000,0.02,1085.95,0.00,30.21,40.01,1.21,1.00,10.86,359.53,1.99,0.00,152506.00
q217000,0.07,1097.58,0.00,30.46,41.89,1.28,1.00,10.97,359.99,2.00,0.00,153207.00
q218000,0.03,1114.88,0.00,30.77,40.04,1.23,1.00,11.07,359.80,2.01,0.00,153925.00
q219000,0.03,1135.53,0.00,30.78,41.88,1.29,1.00,11.17,362.77,2.02,0.00,154631.00
q220000,0.02,1157.14,0.00,31.05,40.12,1.25,1.00,11.27,363.01,2.02,0.00,155350.00
q221000,0.02,1133.98,0.00,31.24,40.17,1.25,1.00,11.38,364.15,2.03,0.00,156038.00
