Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q344000,0.06,2906.47,0.00,242.66,60.14,14.60,2.00,18809.25,155027.60,3.16,242673.00,242673.00
q345000,0.06,2905.16,0.00,256.41,60.61,15.54,2.00,18918.54,147564.85,3.17,243355.00,243355.00
q346000,0.09,2927.69,0.00,257.49,61.42,15.81,2.00,19028.15,147796.59,3.18,244055.00,244055.00
q347000,0.06,2966.78,0.00,251.66,59.88,15.07,2.00,19138.74,152099.16,3.19,244735.00,244735.00
q348000,0.06,3018.96,0.00,254.53,63.67,16.21,2.00,19248.99,151253.52,3.20,245450.00,245450.00
q349000,0.06,2970.61,0.00,255.97,66.31,16.97,2.00,19359.55,151263.10,3.21,246145.00,246145.00
q350000,0.05,3045.76,0.00,256.62,64.51,16.56,2.00,19471.10,151748.98,3.22,246859.00,246859.00
q351000,0.06,3033.90,0.00,258.73,62.29,16.12,2.00,19582.30,151372.68,3.23,247574.00,247574.00
q352000,0.06,3048.77,0.00,262.28,64.39,16.89,2.00,19693.81,150175.39,3.24,248298.00,248298.00
q353000,0.05,3059.47,0.00,260.74,58.88,15.35,2.00,19806.32,151922.07,3.25,249058.00,249058.00
q354000,0.06,3093.55,0.00,260.79,62.17,16.21,2.00,19918.47,152755.84,3.26,249776.00,249776.00
q355000,0.02,3146.28,0.00,268.52,64.68,17.37,2.00,20030.94,149197.11,3.27,250492.00,250492.00
q356000,0.06,3127.11,0.00,267.68,62.93,16.85,2.00,20144.40,150514.15,3.27,251177.00,251177.00
q357000,0.05,3162.74,0.00,271.49,68.67,18.65,2.00,20257.50,149234.17,3.28,251877.00,251877.00
q358000,0.06,3247.92,0.00,270.00,57.27,15.46,2.00,20370.92,150896.95,3.29,252564.00,252564.00
q359000,0.05,3179.94,0.00,272.21,63.14,17.19,2.00,20485.34,150510.46,3.30,253251.00,253251.00
q360000,0.05,3233.79,0.00,271.36,62.91,17.07,2.00,20599.39,151824.09,3.31,253979.00,253979.00
q361000,0.06,3218.64,0.00,267.28,62.65,16.75,2.00,20713.76,154999.34,3.32,254698.00,254698.00
q362000,0.08,3271.46,0.00,274.51,62.98,17.29,2.00,20829.14,151755.71,3.33,255430.00,255430.00
q363000,0.02,3192.45,0.00,278.88,59.24,16.52,2.00,20944.15,150203.37,3.34,256145.00,256145.00
q364000,0.05,3241.12,0.00,270.92,60.01,16.26,2.00,21059.47,155463.90,3.35,256865.00,256865.00
q365000,0.05,3310.23,0.00,283.14,65.36,18.50,2.00,21175.81,149581.02,3.36,257591.00,257591.00
q366000,0.05,3313.15,0.00,279.66,64.72,18.10,2.00,21291.76,152271.00,3.37,258327.00,258327.00
q367000,0.05,3321.83,0.00,278.74,64.46,17.97,2.00,21408.04,153608.06,3.38,259044.00,259044.00
q368000,0.05,3402.30,0.00,286.58,60.50,17.34,2.00,21525.33,150222.47,3.38,259723.00,259723.00
q369000,0.06,3320.35,0.00,288.34,60.02,17.30,2.00,21642.24,150118.17,3.40,260428.00,260428.00
q370000,0.05,3417.52,0.00,288.34,56.62,16.32,2.00,21759.46,150928.28,3.40,261153.00,261153.00
q371000,0.05,3396.57,0.00,286.84,63.67,18.26,2.00,21877.71,152545.19,3.41,261853.00,261853.00
q372000,0.08,3419.05,0.00,286.76,56.93,16.32,2.00,21995.57,153409.90,3.42,262545.00,262545.00
q373000,0.05,3413.71,0.00,292.46,63.34,18.53,2.00,22113.75,151225.38,3.43,263229.00,263229.00
q374000,0.05,3435.74,0.00,293.28,62.29,18.27,2.00,22232.96,151614.45,3.44,263935.00,263935.00
q375000,0.06,3455.74,0.00,295.79,66.04,19.54,2.00,22351.77,151132.47,3.45,264620.00,264620.00
q376000,0.05,3492.09,0.00,295.81,67.58,19.99,2.00,22470.90,151927.19,3.46,265349.00,265349.00
q377000,0.08,3519.73,0.00,296.66,60.84,18.05,2.00,22591.07,152301.52,3.47,266041.00,266041.00
q378000,0.05,3464.82,0.00,295.89,65.06,19.25,2.00,22710.83,153509.48,3.48,266762.00,266762.00
q379000,0.02,3591.84,0.00,303.03,59.29,17.97,2.00,22830.91,150685.21,3.49,267474.00,267474.00
q380000,0.05,3616.58,0.00,305.80,67.35,20.59,2.00,22952.03,150110.44,3.50,268194.00,268194.00
q381000,0.08,3676.57,0.00,314.23,58.29,18.32,3.00,15382.08,146854.94,3.50,268926.00,268926.00
q382000,0.05,3608.52,0.00,312.62,61.97,19.37,3.00,15462.52,148383.63,3.51,269601.00,269601.00
q383000,0.05,3623.99,0.00,319.90,63.60,20.34,3.00,15543.91,145771.47,3.52,270308.00,270308.00
q384000,0.05,3669.15,0.00,319.35,63.77,20.37,3.00,15624.78,146781.19,3.53,271027.00,271027.00
q385000,0.08,3684.20,0.00,324.67,74.80,24.28,3.00,15706.59,145129.83,3.54,271757.00,271757.00
q386000,0.05,3663.60,0.00,321.30,61.50,19.76,3.00,15788.61,147420.75,3.55,272460.00,272460.00
q387000,0.02,3887.39,0.00,310.95,72.06,22.41,3.00,15870.11,153113.03,3.56,273198.00,273198.00
q388000,0.08,3703.42,0.00,328.35,65.13,21.38,3.00,15951.83,145745.13,3.57,273916.00,273916.00
q389000,0.09,3770.38,0.00,330.29,79.10,26.13,3.00,16034.49,145638.40,3.58,274592.00,274592.00
q390000,0.06,3740.59,0.00,331.13,64.77,21.44,3.00,16117.36,146020.01,3.59,275292.00,275292.00
q391000,0.06,3791.36,0.00,331.79,75.39,25.02,3.00,16199.71,146473.87,3.60,276002.00,276002.00
q392000,0.09,3833.24,0.00,335.86,66.52,22.34,3.00,16283.01,145445.64,3.61,276710.00,276710.00
q393000,0.06,3757.90,0.00,334.00,71.61,23.91,3.00,16365.78,146997.39,3.62,277404.00,277404.00
q394000,0.06,3890.68,0.00,329.59,73.65,24.27,3.00,16449.50,149728.56,3.62,278128.00,278128.00
q395000,0.08,3952.31,0.00,335.56,70.46,23.65,3.00,16533.44,147812.93,3.63,278833.00,278833.00
q396000,0.09,3890.79,0.00,331.47,62.14,20.60,3.00,16616.84,150391.23,3.64,279532.00,279532.00
q397000,0.06,4085.58,0.00,335.54,74.98,25.16,3.00,16700.45,149313.92,3.65,280241.00,280241.00
q398000,0.09,3996.47,0.00,340.80,71.02,24.20,3.00,16785.03,147755.54,3.66,280941.00,280941.00
q399000,0.03,3969.43,0.00,340.81,71.04,24.21,3.00,16869.82,148497.17,3.67,281629.00,281629.00
q400000,0.06,4000.19,0.00,345.59,75.00,25.92,3.00,16954.06,147174.09,3.68,282352.00,282352.00
